# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    
5.887368E+00        -6.608339E-01        5.896853E-02        
5.882080E+00        -6.596447E-01        5.886260E-02        
5.876796E+00        -6.584576E-01        5.875686E-02        
5.871516E+00        -6.572659E-01        5.865131E-02        
5.866242E+00        -6.560899E-01        5.854596E-02        
5.860972E+00        -6.549092E-01        5.844079E-02        
5.855707E+00        -6.537306E-01        5.833581E-02        
5.850447E+00        -6.525542E-01        5.823102E-02        
5.845191E+00        -6.513799E-01        5.812641E-02        
5.839941E+00        -6.502077E-01        5.802200E-02        
5.834694E+00        -6.490375E-01        5.791777E-02        
5.829453E+00        -6.478695E-01        5.781373E-02        
5.824216E+00        -6.467036E-01        5.770988E-02        
5.818984E+00        -6.455398E-01        5.760621E-02        
5.813757E+00        -6.443781E-01        5.750273E-02        
5.808534E+00        -6.432184E-01        5.739943E-02        
5.803317E+00        -6.420609E-01        5.729632E-02        
5.798103E+00        -6.409054E-01        5.719340E-02        
5.792895E+00        -6.397520E-01        5.709066E-02        
5.787691E+00        -6.386007E-01        5.698810E-02        
5.782492E+00        -6.374514E-01        5.688573E-02        
5.777297E+00        -6.363042E-01        5.678355E-02        
5.772107E+00        -6.351591E-01        5.668154E-02        
5.766922E+00        -6.340160E-01        5.657972E-02        
5.761742E+00        -6.328749E-01        5.647808E-02        
5.756566E+00        -6.317360E-01        5.637663E-02        
5.751395E+00        -6.305990E-01        5.627536E-02        
5.746228E+00        -6.294641E-01        5.617427E-02        
5.741066E+00        -6.283313E-01        5.607336E-02        
5.735909E+00        -6.272005E-01        5.597263E-02        
5.730756E+00        -6.260717E-01        5.587208E-02        
5.725608E+00        -6.249449E-01        5.577171E-02        
5.720465E+00        -6.238202E-01        5.567153E-02        
5.715326E+00        -6.226975E-01        5.557152E-02        
5.710192E+00        -6.215768E-01        5.547169E-02        
5.705062E+00        -6.204581E-01        5.537205E-02        
5.699937E+00        -6.193414E-01        5.527258E-02        
5.694817E+00        -6.182267E-01        5.517329E-02        
5.689701E+00        -6.171141E-01        5.507417E-02        
5.684590E+00        -6.160034E-01        5.497524E-02        
5.679484E+00        -6.148947E-01        5.487648E-02        
5.674382E+00        -6.137881E-01        5.477791E-02        
5.669284E+00        -6.126834E-01        5.467950E-02        
5.664191E+00        -6.115806E-01        5.458128E-02        
5.659103E+00        -6.104799E-01        5.448323E-02        
5.654019E+00        -6.093812E-01        5.438536E-02        
5.648940E+00        -6.082844E-01        5.428766E-02        
5.643866E+00        -6.071896E-01        5.419014E-02        
5.638796E+00        -6.060967E-01        5.409279E-02        
5.633730E+00        -6.050059E-01        5.399562E-02        
5.628670E+00        -6.039169E-01        5.389862E-02        
5.623613E+00        -6.028300E-01        5.380180E-02        
5.618561E+00        -6.017450E-01        5.370515E-02        
5.613514E+00        -6.006619E-01        5.360868E-02        
5.608472E+00        -5.995808E-01        5.351237E-02        
5.603433E+00        -5.985016E-01        5.341625E-02        
5.598400E+00        -5.974244E-01        5.332029E-02        
5.593371E+00        -5.963491E-01        5.322450E-02        
5.588346E+00        -5.952757E-01        5.312889E-02        
5.583326E+00        -5.942043E-01        5.303345E-02        
5.578310E+00        -5.931348E-01        5.293818E-02        
5.573299E+00        -5.920672E-01        5.284309E-02        
5.568293E+00        -5.910015E-01        5.274816E-02        
5.563291E+00        -5.899377E-01        5.265340E-02        
5.558293E+00        -5.888759E-01        5.255881E-02        
5.553300E+00        -5.878159E-01        5.246440E-02        
5.548311E+00        -5.867579E-01        5.237015E-02        
5.543327E+00        -5.857017E-01        5.227607E-02        
5.538347E+00        -5.846475E-01        5.218216E-02        
5.533372E+00        -5.835951E-01        5.208842E-02        
5.528402E+00        -5.825447E-01        5.199485E-02        
5.523435E+00        -5.814961E-01        5.190145E-02        
5.518473E+00        -5.804494E-01        5.180821E-02        
5.513516E+00        -5.794046E-01        5.171514E-02        
5.508563E+00        -5.783617E-01        5.162224E-02        
5.503615E+00        -5.773206E-01        5.152951E-02        
5.498671E+00        -5.762814E-01        5.143694E-02        
5.493731E+00        -5.752441E-01        5.134454E-02        
5.488796E+00        -5.742087E-01        5.125230E-02        
5.483866E+00        -5.731751E-01        5.116023E-02        
5.478939E+00        -5.721433E-01        5.106832E-02        
5.474017E+00        -5.711134E-01        5.097658E-02        
5.469100E+00        -5.700854E-01        5.088501E-02        
5.464187E+00        -5.690592E-01        5.079360E-02        
5.459279E+00        -5.680348E-01        5.070235E-02        
5.454374E+00        -5.670123E-01        5.061127E-02        
5.449475E+00        -5.659917E-01        5.052035E-02        
5.444579E+00        -5.649728E-01        5.042959E-02        
5.439688E+00        -5.639558E-01        5.033900E-02        
5.434802E+00        -5.629406E-01        5.024857E-02        
5.429920E+00        -5.619273E-01        5.015830E-02        
5.425042E+00        -5.609157E-01        5.006820E-02        
5.420168E+00        -5.599060E-01        4.997825E-02        
5.415299E+00        -5.588981E-01        4.988847E-02        
5.410435E+00        -5.578920E-01        4.979885E-02        
5.405574E+00        -5.568877E-01        4.970939E-02        
5.400719E+00        -5.558852E-01        4.962009E-02        
5.395867E+00        -5.548846E-01        4.953095E-02        
5.391020E+00        -5.538857E-01        4.944197E-02        
5.386177E+00        -5.528886E-01        4.935315E-02        
5.381338E+00        -5.518933E-01        4.926449E-02        
5.376504E+00        -5.508998E-01        4.917599E-02        
5.371674E+00        -5.499080E-01        4.908765E-02        
5.366849E+00        -5.489181E-01        4.899946E-02        
5.362028E+00        -5.479299E-01        4.891144E-02        
5.357211E+00        -5.469435E-01        4.882357E-02        
5.352399E+00        -5.459589E-01        4.873586E-02        
5.347591E+00        -5.449761E-01        4.864831E-02        
5.342787E+00        -5.439950E-01        4.856092E-02        
5.337987E+00        -5.430156E-01        4.847368E-02        
5.333192E+00        -5.420381E-01        4.838660E-02        
5.328401E+00        -5.410623E-01        4.829968E-02        
5.323614E+00        -5.400882E-01        4.821291E-02        
5.318832E+00        -5.391159E-01        4.812630E-02        
5.314054E+00        -5.381453E-01        4.803984E-02        
5.309281E+00        -5.371765E-01        4.795354E-02        
5.304511E+00        -5.362094E-01        4.786739E-02        
5.299746E+00        -5.352441E-01        4.778140E-02        
5.294985E+00        -5.342805E-01        4.769556E-02        
5.290229E+00        -5.333186E-01        4.760988E-02        
5.285476E+00        -5.323585E-01        4.752435E-02        
5.280728E+00        -5.314000E-01        4.743897E-02        
5.275984E+00        -5.304433E-01        4.735375E-02        
5.271245E+00        -5.294884E-01        4.726868E-02        
5.266510E+00        -5.285351E-01        4.718377E-02        
5.261779E+00        -5.275835E-01        4.709900E-02        
5.257052E+00        -5.266337E-01        4.701439E-02        
5.252329E+00        -5.256856E-01        4.692993E-02        
5.247611E+00        -5.247391E-01        4.684562E-02        
5.242897E+00        -5.237944E-01        4.676146E-02        
5.238187E+00        -5.228513E-01        4.667746E-02        
5.233482E+00        -5.219100E-01        4.659360E-02        
5.228781E+00        -5.209704E-01        4.650990E-02        
5.224083E+00        -5.200324E-01        4.642635E-02        
5.219391E+00        -5.190961E-01        4.634294E-02        
5.214702E+00        -5.181615E-01        4.625969E-02        
5.210018E+00        -5.172286E-01        4.617658E-02        
5.205337E+00        -5.162973E-01        4.609363E-02        
5.200661E+00        -5.153678E-01        4.601082E-02        
5.195989E+00        -5.144399E-01        4.592816E-02        
5.191322E+00        -5.135136E-01        4.584565E-02        
5.186658E+00        -5.125891E-01        4.576329E-02        
5.181999E+00        -5.116662E-01        4.568108E-02        
5.177344E+00        -5.107449E-01        4.559901E-02        
5.172693E+00        -5.098253E-01        4.551710E-02        
5.168046E+00        -5.089074E-01        4.543532E-02        
5.163404E+00        -5.079911E-01        4.535370E-02        
5.158765E+00        -5.070764E-01        4.527222E-02        
5.154131E+00        -5.061634E-01        4.519089E-02        
5.149501E+00        -5.052520E-01        4.510971E-02        
5.144875E+00        -5.043423E-01        4.502867E-02        
5.140254E+00        -5.034342E-01        4.494777E-02        
5.135636E+00        -5.025277E-01        4.486702E-02        
5.131023E+00        -5.016229E-01        4.478642E-02        
5.126413E+00        -5.007197E-01        4.470596E-02        
5.121808E+00        -4.998181E-01        4.462565E-02        
5.117207E+00        -4.989181E-01        4.454548E-02        
5.112610E+00        -4.980198E-01        4.446545E-02        
5.108018E+00        -4.971231E-01        4.438557E-02        
5.103429E+00        -4.962279E-01        4.430583E-02        
5.098844E+00        -4.953344E-01        4.422623E-02        
5.094264E+00        -4.944425E-01        4.414678E-02        
5.089688E+00        -4.935522E-01        4.406747E-02        
5.085116E+00        -4.926635E-01        4.398830E-02        
5.080548E+00        -4.917764E-01        4.390928E-02        
5.075984E+00        -4.908908E-01        4.383039E-02        
5.071424E+00        -4.900069E-01        4.375165E-02        
5.066868E+00        -4.891246E-01        4.367305E-02        
5.062317E+00        -4.882438E-01        4.359459E-02        
5.057769E+00        -4.873646E-01        4.351627E-02        
5.053225E+00        -4.864870E-01        4.343809E-02        
5.048686E+00        -4.856110E-01        4.336006E-02        
5.044151E+00        -4.847366E-01        4.328216E-02        
5.039620E+00        -4.838637E-01        4.320440E-02        
5.035092E+00        -4.829924E-01        4.312678E-02        
5.030569E+00        -4.821226E-01        4.304931E-02        
5.026050E+00        -4.812544E-01        4.297197E-02        
5.021535E+00        -4.803878E-01        4.289477E-02        
5.017024E+00        -4.795228E-01        4.281770E-02        
5.012517E+00        -4.786592E-01        4.274078E-02        
5.008015E+00        -4.777973E-01        4.266400E-02        
5.003516E+00        -4.769369E-01        4.258735E-02        
4.999021E+00        -4.760780E-01        4.251084E-02        
4.994530E+00        -4.752207E-01        4.243447E-02        
4.990044E+00        -4.743649E-01        4.235823E-02        
4.985561E+00        -4.735107E-01        4.228213E-02        
4.981082E+00        -4.726580E-01        4.220617E-02        
4.976608E+00        -4.718068E-01        4.213035E-02        
4.972137E+00        -4.709571E-01        4.205466E-02        
4.967671E+00        -4.701090E-01        4.197910E-02        
4.963208E+00        -4.692624E-01        4.190369E-02        
