# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      
3.195296E+00        -2.045144E-01        1.845212E-02        
3.192426E+00        -2.039588E-01        1.840234E-02        
3.189558E+00        -2.034046E-01        1.835270E-02        
3.186693E+00        -2.028519E-01        1.830318E-02        
3.183830E+00        -2.023007E-01        1.825381E-02        
3.180970E+00        -2.017510E-01        1.820456E-02        
3.178112E+00        -2.012027E-01        1.815545E-02        
3.175257E+00        -2.006560E-01        1.810647E-02        
3.172405E+00        -2.001107E-01        1.805762E-02        
3.169555E+00        -1.995670E-01        1.800890E-02        
3.166708E+00        -1.990246E-01        1.796032E-02        
3.163863E+00        -1.984838E-01        1.791186E-02        
3.161021E+00        -1.979444E-01        1.786354E-02        
3.158181E+00        -1.974065E-01        1.781534E-02        
3.155344E+00        -1.968700E-01        1.776728E-02        
3.152510E+00        -1.963350E-01        1.771935E-02        
3.149678E+00        -1.958014E-01        1.767154E-02        
3.146848E+00        -1.952693E-01        1.762386E-02        
3.144022E+00        -1.947386E-01        1.757632E-02        
3.141197E+00        -1.942093E-01        1.752890E-02        
3.138376E+00        -1.936815E-01        1.748160E-02        
3.135556E+00        -1.931551E-01        1.743444E-02        
3.132740E+00        -1.926301E-01        1.738740E-02        
3.129925E+00        -1.921065E-01        1.734049E-02        
3.127114E+00        -1.915844E-01        1.729371E-02        
3.124305E+00        -1.910636E-01        1.724705E-02        
3.121498E+00        -1.905443E-01        1.720051E-02        
3.118694E+00        -1.900264E-01        1.715411E-02        
3.115892E+00        -1.895099E-01        1.710782E-02        
3.113093E+00        -1.889948E-01        1.706167E-02        
3.110297E+00        -1.884810E-01        1.701563E-02        
3.107503E+00        -1.879687E-01        1.696972E-02        
3.104711E+00        -1.874577E-01        1.692394E-02        
3.101922E+00        -1.869481E-01        1.687828E-02        
3.099136E+00        -1.864399E-01        1.683274E-02        
3.096352E+00        -1.859331E-01        1.678732E-02        
3.093570E+00        -1.854277E-01        1.674203E-02        
3.090791E+00        -1.849236E-01        1.669685E-02        
3.088015E+00        -1.844209E-01        1.665180E-02        
3.085241E+00        -1.839195E-01        1.660688E-02        
3.082469E+00        -1.834195E-01        1.656207E-02        
3.079700E+00        -1.829208E-01        1.651738E-02        
3.076933E+00        -1.824235E-01        1.647281E-02        
3.074169E+00        -1.819276E-01        1.642837E-02        
3.071408E+00        -1.814330E-01        1.638404E-02        
3.068649E+00        -1.809397E-01        1.633983E-02        
3.065892E+00        -1.804477E-01        1.629574E-02        
3.063138E+00        -1.799571E-01        1.625177E-02        
3.060386E+00        -1.794678E-01        1.620792E-02        
3.057637E+00        -1.789798E-01        1.616419E-02        
3.054890E+00        -1.784932E-01        1.612058E-02        
3.052146E+00        -1.780079E-01        1.607708E-02        
3.049404E+00        -1.775238E-01        1.603370E-02        
3.046665E+00        -1.770411E-01        1.599043E-02        
3.043928E+00        -1.765597E-01        1.594729E-02        
3.041194E+00        -1.760796E-01        1.590426E-02        
3.038462E+00        -1.756008E-01        1.586134E-02        
3.035732E+00        -1.751233E-01        1.581854E-02        
3.033005E+00        -1.746471E-01        1.577586E-02        
3.030281E+00        -1.741721E-01        1.573329E-02        
3.027559E+00        -1.736985E-01        1.569084E-02        
3.024839E+00        -1.732261E-01        1.564850E-02        
3.022122E+00        -1.727550E-01        1.560627E-02        
3.019407E+00        -1.722852E-01        1.556416E-02        
3.016694E+00        -1.718167E-01        1.552216E-02        
3.013984E+00        -1.713494E-01        1.548027E-02        
3.011277E+00        -1.708834E-01        1.543850E-02        
3.008572E+00        -1.704187E-01        1.539684E-02        
3.005869E+00        -1.699552E-01        1.535529E-02        
3.003169E+00        -1.694929E-01        1.531386E-02        
3.000471E+00        -1.690319E-01        1.527254E-02        
2.997776E+00        -1.685722E-01        1.523132E-02        
2.995083E+00        -1.681109E-01        1.519022E-02        
2.992392E+00        -1.676564E-01        1.514923E-02        
2.989704E+00        -1.672004E-01        1.510835E-02        
2.987018E+00        -1.667456E-01        1.506758E-02        
2.984335E+00        -1.662920E-01        1.502692E-02        
2.981654E+00        -1.658397E-01        1.498637E-02        
2.978976E+00        -1.653886E-01        1.494593E-02        
2.976300E+00        -1.649387E-01        1.490559E-02        
2.973626E+00        -1.644900E-01        1.486537E-02        
2.970955E+00        -1.640426E-01        1.482525E-02        
2.968286E+00        -1.635963E-01        1.478525E-02        
2.965620E+00        -1.631513E-01        1.474535E-02        
2.962956E+00        -1.627075E-01        1.470556E-02        
2.960294E+00        -1.622648E-01        1.466587E-02        
2.957635E+00        -1.618234E-01        1.462629E-02        
2.954978E+00        -1.613874E-01        1.458682E-02        
2.952323E+00        -1.609441E-01        1.454746E-02        
2.949671E+00        -1.605062E-01        1.450820E-02        
2.947021E+00        -1.600695E-01        1.446904E-02        
2.944374E+00        -1.596340E-01        1.443000E-02        
2.941729E+00        -1.591997E-01        1.439105E-02        
2.939086E+00        -1.587666E-01        1.435222E-02        
2.936446E+00        -1.583346E-01        1.431348E-02        
2.933808E+00        -1.579038E-01        1.427486E-02        
2.931173E+00        -1.574741E-01        1.423633E-02        
2.928540E+00        -1.570456E-01        1.419791E-02        
2.925909E+00        -1.566183E-01        1.415959E-02        
2.923281E+00        -1.561922E-01        1.412138E-02        
2.920655E+00        -1.557672E-01        1.408327E-02        
2.918031E+00        -1.553433E-01        1.404526E-02        
2.915410E+00        -1.549206E-01        1.400736E-02        
2.912791E+00        -1.544990E-01        1.396955E-02        
2.910174E+00        -1.540786E-01        1.393185E-02        
2.907560E+00        -1.536593E-01        1.389425E-02        
2.904948E+00        -1.532411E-01        1.385675E-02        
2.902338E+00        -1.528241E-01        1.381935E-02        
2.899731E+00        -1.524082E-01        1.378206E-02        
2.897126E+00        -1.519934E-01        1.374486E-02        
2.894524E+00        -1.515798E-01        1.370777E-02        
2.891923E+00        -1.511672E-01        1.367077E-02        
2.889326E+00        -1.507558E-01        1.363387E-02        
2.886730E+00        -1.503455E-01        1.359708E-02        
2.884137E+00        -1.499363E-01        1.356038E-02        
2.881546E+00        -1.495282E-01        1.352378E-02        
2.878957E+00        -1.491212E-01        1.348728E-02        
2.876371E+00        -1.487154E-01        1.345088E-02        
2.873787E+00        -1.483106E-01        1.341457E-02        
2.871206E+00        -1.479069E-01        1.337837E-02        
2.868627E+00        -1.475043E-01        1.334226E-02        
2.866050E+00        -1.471028E-01        1.330625E-02        
2.863475E+00        -1.467024E-01        1.327033E-02        
2.860903E+00        -1.463030E-01        1.323451E-02        
2.858333E+00        -1.459048E-01        1.319879E-02        
2.855765E+00        -1.455076E-01        1.316317E-02        
2.853200E+00        -1.451115E-01        1.312764E-02        
2.850637E+00        -1.447165E-01        1.309221E-02        
2.848076E+00        -1.443225E-01        1.305687E-02        
2.845517E+00        -1.439296E-01        1.302163E-02        
2.842961E+00        -1.435378E-01        1.298648E-02        
2.840407E+00        -1.431470E-01        1.295143E-02        
2.837856E+00        -1.427573E-01        1.291647E-02        
2.835306E+00        -1.423686E-01        1.288161E-02        
2.832759E+00        -1.419810E-01        1.284684E-02        
2.830215E+00        -1.415945E-01        1.281216E-02        
2.827672E+00        -1.412089E-01        1.277758E-02        
2.825132E+00        -1.408245E-01        1.274309E-02        
2.822594E+00        -1.404410E-01        1.270869E-02        
2.820059E+00        -1.400586E-01        1.267439E-02        
2.817525E+00        -1.396773E-01        1.264017E-02        
2.814994E+00        -1.392970E-01        1.260605E-02        
2.812466E+00        -1.389177E-01        1.257203E-02        
2.809939E+00        -1.385394E-01        1.253809E-02        
2.807415E+00        -1.381621E-01        1.250425E-02        
2.804893E+00        -1.377859E-01        1.247049E-02        
2.802373E+00        -1.374107E-01        1.243683E-02        
2.799856E+00        -1.370365E-01        1.240326E-02        
2.797341E+00        -1.366633E-01        1.236978E-02        
2.794828E+00        -1.362912E-01        1.233639E-02        
2.792317E+00        -1.359200E-01        1.230309E-02        
2.789809E+00        -1.355498E-01        1.226988E-02        
2.787303E+00        -1.351807E-01        1.223676E-02        
2.784799E+00        -1.348125E-01        1.220372E-02        
2.782297E+00        -1.344454E-01        1.217078E-02        
2.779798E+00        -1.340792E-01        1.213793E-02        
2.777301E+00        -1.337140E-01        1.210516E-02        
2.774806E+00        -1.333498E-01        1.207248E-02        
2.772313E+00        -1.329866E-01        1.203989E-02        
2.769823E+00        -1.326244E-01        1.200739E-02        
2.767334E+00        -1.322632E-01        1.197498E-02        
2.764848E+00        -1.319029E-01        1.194265E-02        
2.762365E+00        -1.315436E-01        1.191041E-02        
2.759883E+00        -1.311853E-01        1.187826E-02        
2.757404E+00        -1.308280E-01        1.184619E-02        
2.754927E+00        -1.304716E-01        1.181421E-02        
2.752452E+00        -1.301162E-01        1.178232E-02        
2.749980E+00        -1.297617E-01        1.175051E-02        
2.747509E+00        -1.294082E-01        1.171879E-02        
2.745041E+00        -1.290557E-01        1.168715E-02        
2.742575E+00        -1.287041E-01        1.165560E-02        
2.740112E+00        -1.283535E-01        1.162414E-02        
2.737650E+00        -1.280038E-01        1.159275E-02        
2.735191E+00        -1.276551E-01        1.156146E-02        
2.732734E+00        -1.273073E-01        1.153024E-02        
2.730279E+00        -1.269605E-01        1.149912E-02        
2.727826E+00        -1.266146E-01        1.146807E-02        
2.725376E+00        -1.262696E-01        1.143711E-02        
2.722928E+00        -1.259255E-01        1.140623E-02        
2.720481E+00        -1.255824E-01        1.137544E-02        
2.718038E+00        -1.252403E-01        1.134473E-02        
2.715596E+00        -1.248990E-01        1.131410E-02        
2.713157E+00        -1.245587E-01        1.128355E-02        
2.710719E+00        -1.242193E-01        1.125309E-02        
2.708284E+00        -1.238808E-01        1.122271E-02        
2.705851E+00        -1.235432E-01        1.119241E-02        
2.703421E+00        -1.232066E-01        1.116219E-02        
2.700992E+00        -1.228708E-01        1.113206E-02        
2.698566E+00        -1.225360E-01        1.110200E-02        
2.696142E+00        -1.222021E-01        1.107203E-02        
2.693720E+00        -1.218690E-01        1.104213E-02        
