# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           P_int (e^2)          P_int (e^3)          
2.473117E+01        -5.952657E+02        5.304658E+01        
2.470895E+01        -5.931289E+02        5.285622E+01        
2.468676E+01        -5.909998E+02        5.266654E+01        
2.466458E+01        -5.888783E+02        5.247754E+01        
2.464242E+01        -5.867644E+02        5.228922E+01        
2.462029E+01        -5.846581E+02        5.210157E+01        
2.459817E+01        -5.825594E+02        5.191460E+01        
2.457607E+01        -5.804682E+02        5.172830E+01        
2.455400E+01        -5.783845E+02        5.154267E+01        
2.453194E+01        -5.763082E+02        5.135770E+01        
2.450990E+01        -5.742395E+02        5.117340E+01        
2.448789E+01        -5.721781E+02        5.098976E+01        
2.446589E+01        -5.701242E+02        5.080678E+01        
2.444391E+01        -5.680776E+02        5.062445E+01        
2.442195E+01        -5.660384E+02        5.044278E+01        
2.440001E+01        -5.640065E+02        5.026176E+01        
2.437809E+01        -5.619819E+02        5.008139E+01        
2.435619E+01        -5.599645E+02        4.990167E+01        
2.433431E+01        -5.579544E+02        4.972259E+01        
2.431245E+01        -5.559516E+02        4.954416E+01        
2.429061E+01        -5.539558E+02        4.936636E+01        
2.426879E+01        -5.519673E+02        4.918920E+01        
2.424699E+01        -5.499859E+02        4.901268E+01        
2.422521E+01        -5.480116E+02        4.883680E+01        
2.420345E+01        -5.460444E+02        4.866154E+01        
2.418171E+01        -5.440843E+02        4.848691E+01        
2.415998E+01        -5.421312E+02        4.831291E+01        
2.413828E+01        -5.401851E+02        4.813954E+01        
2.411660E+01        -5.382459E+02        4.796678E+01        
2.409493E+01        -5.363138E+02        4.779465E+01        
2.407329E+01        -5.343886E+02        4.762313E+01        
2.405166E+01        -5.324703E+02        4.745223E+01        
2.403006E+01        -5.305588E+02        4.728194E+01        
2.400847E+01        -5.286543E+02        4.711227E+01        
2.398690E+01        -5.267565E+02        4.694320E+01        
2.396535E+01        -5.248656E+02        4.677474E+01        
2.394383E+01        -5.229815E+02        4.660688E+01        
2.392232E+01        -5.211041E+02        4.643963E+01        
2.390083E+01        -5.192335E+02        4.627298E+01        
2.387936E+01        -5.173696E+02        4.610692E+01        
2.385791E+01        -5.155124E+02        4.594146E+01        
2.383647E+01        -5.136618E+02        4.577659E+01        
2.381506E+01        -5.118179E+02        4.561232E+01        
2.379367E+01        -5.099806E+02        4.544863E+01        
2.377229E+01        -5.081499E+02        4.528554E+01        
2.375094E+01        -5.063257E+02        4.512302E+01        
2.372960E+01        -5.045082E+02        4.496110E+01        
2.370829E+01        -5.026971E+02        4.479975E+01        
2.368699E+01        -5.008925E+02        4.463898E+01        
2.366571E+01        -4.990944E+02        4.447879E+01        
2.364445E+01        -4.973028E+02        4.431917E+01        
2.362321E+01        -4.955176E+02        4.416012E+01        
2.360199E+01        -4.937388E+02        4.400165E+01        
2.358079E+01        -4.919664E+02        4.384375E+01        
2.355960E+01        -4.902003E+02        4.368641E+01        
2.353844E+01        -4.884406E+02        4.352963E+01        
2.351730E+01        -4.866872E+02        4.337342E+01        
2.349617E+01        -4.849401E+02        4.321777E+01        
2.347506E+01        -4.831993E+02        4.306268E+01        
2.345397E+01        -4.814647E+02        4.290814E+01        
2.343291E+01        -4.797364E+02        4.275416E+01        
2.341186E+01        -4.780142E+02        4.260073E+01        
2.339082E+01        -4.762982E+02        4.244786E+01        
2.336981E+01        -4.745884E+02        4.229553E+01        
2.334882E+01        -4.728848E+02        4.214375E+01        
2.332784E+01        -4.711872E+02        4.199251E+01        
2.330689E+01        -4.694957E+02        4.184181E+01        
2.328595E+01        -4.678103E+02        4.169166E+01        
2.326503E+01        -4.661310E+02        4.154204E+01        
2.324413E+01        -4.644577E+02        4.139296E+01        
2.322325E+01        -4.627903E+02        4.124442E+01        
2.320239E+01        -4.611290E+02        4.109641E+01        
2.318155E+01        -4.594736E+02        4.094893E+01        
2.316072E+01        -4.578242E+02        4.080198E+01        
2.313992E+01        -4.561807E+02        4.065556E+01        
2.311913E+01        -4.545431E+02        4.050966E+01        
2.309836E+01        -4.529114E+02        4.036428E+01        
2.307761E+01        -4.512855E+02        4.021943E+01        
2.305688E+01        -4.496655E+02        4.007510E+01        
2.303617E+01        -4.480512E+02        3.993129E+01        
2.301548E+01        -4.464428E+02        3.978799E+01        
2.299480E+01        -4.448402E+02        3.964520E+01        
2.297414E+01        -4.432432E+02        3.950293E+01        
2.295351E+01        -4.416521E+02        3.936117E+01        
2.293289E+01        -4.400666E+02        3.921992E+01        
2.291229E+01        -4.384868E+02        3.907917E+01        
2.289170E+01        -4.369127E+02        3.893893E+01        
2.287114E+01        -4.353443E+02        3.879919E+01        
2.285059E+01        -4.337815E+02        3.865996E+01        
2.283007E+01        -4.322243E+02        3.852122E+01        
2.280956E+01        -4.306726E+02        3.838298E+01        
2.278907E+01        -4.291266E+02        3.824524E+01        
2.276860E+01        -4.275861E+02        3.810799E+01        
2.274814E+01        -4.260511E+02        3.797124E+01        
2.272771E+01        -4.245216E+02        3.783497E+01        
2.270729E+01        -4.229977E+02        3.769920E+01        
2.268689E+01        -4.214792E+02        3.756391E+01        
2.266651E+01        -4.199661E+02        3.742910E+01        
2.264615E+01        -4.184585E+02        3.729479E+01        
2.262581E+01        -4.169563E+02        3.716095E+01        
2.260548E+01        -4.154594E+02        3.702759E+01        
2.258518E+01        -4.139680E+02        3.689471E+01        
2.256489E+01        -4.124819E+02        3.676231E+01        
2.254462E+01        -4.110011E+02        3.663038E+01        
2.252436E+01        -4.095257E+02        3.649893E+01        
2.250413E+01        -4.080555E+02        3.636795E+01        
2.248391E+01        -4.065906E+02        3.623744E+01        
2.246372E+01        -4.051310E+02        3.610740E+01        
2.244354E+01        -4.036766E+02        3.597782E+01        
2.242338E+01        -4.022275E+02        3.584871E+01        
2.240323E+01        -4.007835E+02        3.572006E+01        
2.238311E+01        -3.993448E+02        3.559187E+01        
2.236300E+01        -3.979111E+02        3.546415E+01        
2.234291E+01        -3.964827E+02        3.533688E+01        
2.232284E+01        -3.950593E+02        3.521007E+01        
2.230279E+01        -3.936411E+02        3.508371E+01        
2.228275E+01        -3.922280E+02        3.495781E+01        
2.226274E+01        -3.908199E+02        3.483236E+01        
2.224274E+01        -3.894169E+02        3.470736E+01        
2.222276E+01        -3.880189E+02        3.458281E+01        
2.220279E+01        -3.866260E+02        3.445870E+01        
2.218285E+01        -3.852380E+02        3.433504E+01        
2.216292E+01        -3.838550E+02        3.421182E+01        
2.214301E+01        -3.824770E+02        3.408905E+01        
2.212312E+01        -3.811039E+02        3.396672E+01        
2.210325E+01        -3.797358E+02        3.384482E+01        
2.208339E+01        -3.783726E+02        3.372337E+01        
2.206355E+01        -3.770142E+02        3.360234E+01        
2.204373E+01        -3.756608E+02        3.348176E+01        
2.202393E+01        -3.743122E+02        3.336160E+01        
2.200415E+01        -3.729684E+02        3.324188E+01        
2.198438E+01        -3.716295E+02        3.312259E+01        
2.196463E+01        -3.702953E+02        3.300372E+01        
2.194490E+01        -3.689660E+02        3.288528E+01        
2.192519E+01        -3.676414E+02        3.276727E+01        
2.190549E+01        -3.663216E+02        3.264968E+01        
2.188581E+01        -3.650065E+02        3.253251E+01        
2.186615E+01        -3.636962E+02        3.241576E+01        
2.184651E+01        -3.623905E+02        3.229943E+01        
2.182688E+01        -3.610895E+02        3.218352E+01        
2.180728E+01        -3.597932E+02        3.206803E+01        
2.178769E+01        -3.585016E+02        3.195295E+01        
2.176811E+01        -3.572146E+02        3.183828E+01        
2.174856E+01        -3.559322E+02        3.172402E+01        
2.172902E+01        -3.546544E+02        3.161018E+01        
2.170950E+01        -3.533812E+02        3.149674E+01        
2.169000E+01        -3.521125E+02        3.138371E+01        
2.167052E+01        -3.508485E+02        3.127108E+01        
2.165105E+01        -3.495889E+02        3.115886E+01        
2.163160E+01        -3.483339E+02        3.104704E+01        
2.161217E+01        -3.470834E+02        3.093563E+01        
2.159275E+01        -3.458373E+02        3.082461E+01        
2.157336E+01        -3.445958E+02        3.071399E+01        
2.155398E+01        -3.433587E+02        3.060377E+01        
2.153461E+01        -3.421260E+02        3.049394E+01        
2.151527E+01        -3.408978E+02        3.038451E+01        
2.149594E+01        -3.396740E+02        3.027547E+01        
2.147663E+01        -3.384545E+02        3.016682E+01        
2.145734E+01        -3.372395E+02        3.005856E+01        
2.143806E+01        -3.360288E+02        2.995069E+01        
2.141881E+01        -3.348224E+02        2.984321E+01        
2.139956E+01        -3.336204E+02        2.973611E+01        
2.138034E+01        -3.324227E+02        2.962940E+01        
2.136113E+01        -3.312293E+02        2.952307E+01        
2.134195E+01        -3.300402E+02        2.941712E+01        
2.132277E+01        -3.288553E+02        2.931155E+01        
2.130362E+01        -3.276747E+02        2.920637E+01        
2.128448E+01        -3.264983E+02        2.910155E+01        
2.126536E+01        -3.253262E+02        2.899712E+01        
2.124626E+01        -3.241582E+02        2.889306E+01        
2.122717E+01        -3.229945E+02        2.878937E+01        
2.120810E+01        -3.218349E+02        2.868605E+01        
2.118905E+01        -3.206795E+02        2.858311E+01        
2.117002E+01        -3.195283E+02        2.848053E+01        
2.115100E+01        -3.183811E+02        2.837833E+01        
2.113200E+01        -3.172381E+02        2.827649E+01        
2.111302E+01        -3.160992E+02        2.817501E+01        
2.109405E+01        -3.149644E+02        2.807390E+01        
2.107510E+01        -3.138337E+02        2.797315E+01        
2.105617E+01        -3.127070E+02        2.787277E+01        
2.103725E+01        -3.115843E+02        2.777274E+01        
2.101836E+01        -3.104657E+02        2.767307E+01        
2.099948E+01        -3.093511E+02        2.757377E+01        
2.098061E+01        -3.082405E+02        2.747481E+01        
2.096176E+01        -3.071339E+02        2.737621E+01        
2.094293E+01        -3.060313E+02        2.727797E+01        
2.092412E+01        -3.049326E+02        2.718008E+01        
2.090532E+01        -3.038379E+02        2.708254E+01        
2.088654E+01        -3.027471E+02        2.698535E+01        
2.086778E+01        -3.016602E+02        2.688851E+01        
2.084904E+01        -3.005772E+02        2.679201E+01        
